pt1_X,pt1_Y,pt1_Z,pt2_X,pt2_Y,pt2_Z,pt3_X,pt3_Y,pt3_Z,pt4_X,pt4_Y,pt4_Z
0.025941,0.051247,-0.005098,0.019476,0.053876,-0.005952,0.081986,0.066749,-0.022868,0.088153,0.06795,-0.024402
0.026163,0.051144,-0.005021,0.019737,0.053735,-0.005901,0.081849,0.066655,-0.022776,0.088126,0.067949,-0.02437
0.026386,0.05112,-0.004948,0.01992,0.053547,-0.005789,0.081809,0.066643,-0.022699,0.088081,0.067948,-0.024375
0.026655,0.051002,-0.004919,0.020081,0.053406,-0.005696,0.081782,0.066642,-0.022642,0.087978,0.067914,-0.024283
0.026924,0.050962,-0.004822,0.020291,0.053286,-0.005654,0.081723,0.066629,-0.022604,0.08781,0.067907,-0.024201
0.027106,0.05089,-0.004789,0.020566,0.053132,-0.005615,NaN,NaN,NaN,0.08771,0.067903,-0.024103
0.027201,0.050739,-0.004754,0.020703,0.052974,-0.005571,NaN,NaN,NaN,0.087649,0.067899,-0.023944
0.027432,0.050591,-0.004693,0.020891,0.052855,-0.005471,NaN,NaN,NaN,0.08753,0.067898,-0.023892
0.027727,0.050537,-0.004597,0.021086,0.052664,-0.005382,NaN,NaN,NaN,0.08749,0.067895,-0.023795
0.027908,0.050447,-0.004529,0.02138,0.052406,-0.005333,0.081311,0.066492,-0.022142,0.087483,0.067912,-0.023826
0.028083,0.050437,-0.004476,0.021495,0.052379,-0.005279,0.081206,0.066444,-0.022121,0.087338,0.067908,-0.023821
0.02828,0.050444,-0.004429,0.021712,0.052151,-0.005235,0.081087,0.06643,-0.022106,0.087323,0.067908,-0.023823
0.02853,0.050358,-0.004359,0.021885,0.052046,-0.005111,0.080972,0.066382,-0.02196,0.087213,0.067905,-0.023704
0.028696,0.050299,-0.004226,0.02206,0.051961,-0.005092,0.080891,0.066369,-0.021919,0.087176,0.067903,-0.023669
0.028917,0.050196,-0.004103,0.022176,0.051817,-0.005059,0.080814,0.066333,-0.021863,0.087036,0.067899,-0.023601
0.029113,0.050202,-0.004066,0.022372,0.051645,-0.004995,0.080776,0.066331,-0.021827,0.086936,0.067897,-0.023542
0.029261,0.050115,-0.003873,0.022596,0.051397,-0.004874,0.080724,0.066329,-0.021694,0.086879,0.067894,-0.023475
0.029475,0.050074,-0.003766,0.022832,0.050918,-0.004758,0.080646,0.066315,-0.021667,0.086825,0.067876,-0.023411
0.029739,0.049942,-0.003744,0.022958,0.050813,-0.004705,0.080629,0.066259,-0.021663,0.086738,0.067874,-0.02329
0.029956,0.049765,-0.003616,0.02309,0.050697,-0.004645,0.08051,0.066245,-0.021602,0.086634,0.067856,-0.023293
0.030191,0.049724,-0.003538,0.023279,0.050505,-0.004551,0.080439,0.066231,-0.021566,0.086541,0.067806,-0.023231
0.030325,0.04968,-0.003533,0.023469,0.050267,-0.004452,0.080396,0.066219,-0.021565,0.086388,0.067799,-0.023061
0.030493,0.049592,-0.003453,0.023564,0.050192,-0.004371,NaN,NaN,NaN,0.08631,0.067812,-0.022911
0.030729,0.049505,-0.003402,0.023694,0.050054,-0.004221,NaN,NaN,NaN,0.086272,0.067826,-0.022876
0.030958,0.049465,-0.003322,0.023794,0.049805,-0.004217,NaN,NaN,NaN,0.086175,0.067871,-0.02281
0.031147,0.049377,-0.003299,0.024019,0.04964,-0.004181,0.080124,0.065981,-0.021348,0.086134,0.06787,-0.022811
0.031328,0.04929,-0.003135,0.024219,0.049411,-0.004143,0.079947,0.065975,-0.021193,0.086038,0.067868,-0.022747
0.03157,0.049296,-0.003084,0.024442,0.049319,-0.004148,0.07989,0.065966,-0.021152,0.085843,0.067862,-0.022622
0.031806,0.04924,-0.003033,0.024751,0.049109,-0.004119,0.079813,0.065955,-0.021066,0.08573,0.067841,-0.022659
0.031969,0.049168,-0.003034,0.024959,0.048885,-0.004021,0.079762,0.06592,-0.021008,0.085769,0.067887,-0.022516
0.032107,0.049079,-0.002989,0.02518,0.048705,-0.003892,0.079708,0.06591,-0.020923,0.085621,0.067836,-0.022448
0.032247,0.049097,-0.00297,0.025315,0.048554,-0.003857,0.079638,0.065875,-0.020879,0.085513,0.06783,-0.022231
0.032507,0.049035,-0.00293,0.025557,0.048298,-0.003783,0.079558,0.065807,-0.020831,0.085489,0.06783,-0.022234
0.032686,0.048947,-0.002916,0.025807,0.048162,-0.00364,0.079369,0.065802,-0.020752,0.085357,0.067828,-0.022143
0.03279,0.048925,-0.002769,0.025991,0.048057,-0.003575,0.079316,0.065784,-0.020664,0.085309,0.067826,-0.022035
0.033026,0.04883,-0.002612,0.026292,0.047909,-0.003469,0.079213,0.065697,-0.020556,0.085191,0.067823,-0.021952
0.033173,0.048796,-0.002606,0.026487,0.047657,-0.003476,0.079143,0.065579,-0.020493,0.08504,0.067821,-0.021966
0.033511,0.048775,-0.00249,0.026718,0.047371,-0.003476,0.079053,0.065511,-0.020441,0.084811,0.067809,-0.021464
0.033596,0.048682,-0.002383,0.026961,0.047185,-0.003327,NaN,NaN,NaN,0.084648,0.067523,-0.021422
0.03375,0.048685,-0.002347,0.027128,0.047129,-0.003283,NaN,NaN,NaN,0.08466,0.067524,-0.021441
0.033984,0.048597,-0.002231,0.027388,0.046943,-0.003216,NaN,NaN,NaN,0.084601,0.067521,-0.021349
0.034176,0.048507,-0.002203,0.027589,0.046818,-0.003112,0.078586,0.0653,-0.020242,0.084547,0.067472,-0.021366
