pt1_X,pt1_Y,pt1_Z,pt2_X,pt2_Y,pt2_Z,pt3_X,pt3_Y,pt3_Z,pt4_X,pt4_Y,pt4_Z
0.085464,0.068636,0.054281,0.090753,0.070923,0.052695,0.090926,0.098434,0.028883,0.090961,0.104197,0.029522
0.08505,0.068944,0.054153,0.0902,0.071511,0.052566,0.091006,0.098429,0.028843,0.090961,0.104197,0.029522
0.084768,0.069314,0.054071,0.089757,0.072036,0.052459,0.09101,0.098426,0.028845,0.090961,0.104197,0.029522
0.084347,0.069629,0.053869,0.089384,0.072593,0.052233,0.091013,0.098427,0.028846,0.090973,0.104185,0.029536
0.083929,0.070057,0.053745,0.088871,0.073131,0.05213,0.091006,0.098429,0.028843,0.090973,0.104185,0.029536
0.083528,0.070302,0.053549,0.088478,0.073489,0.052087,0.091006,0.098429,0.028843,0.090973,0.104185,0.029536
0.083065,0.070801,0.053437,0.088082,0.07386,0.05195,0.09101,0.098426,0.028845,0.090973,0.104185,0.029536
0.082658,0.07115,0.053305,0.0877,0.07431,0.05179,0.09101,0.098429,0.028843,0.090881,0.10419,0.029527
0.082264,0.071419,0.053137,0.087285,0.074689,0.051627,0.091009,0.09843,0.028845,0.090881,0.10419,0.029527
0.081878,0.07173,0.052974,0.086908,0.075096,0.051548,0.091006,0.098428,0.028845,0.090881,0.10419,0.029527
0.081442,0.072121,0.052842,0.086445,0.075459,0.051379,0.09101,0.098429,0.028843,0.090901,0.104202,0.029531
0.08106,0.07251,0.052708,0.086055,0.075788,0.051216,0.091009,0.098428,0.028843,0.090922,0.104213,0.029534
0.080649,0.072918,0.05257,0.085637,0.076211,0.050876,0.091012,0.09843,0.028843,0.090922,0.104213,0.029534
0.080253,0.073254,0.052438,0.085197,0.076483,0.050767,0.09101,0.098429,0.028843,0.090922,0.104213,0.029534
0.079847,0.073451,0.052245,0.084802,0.076805,0.050553,0.091009,0.09843,0.028845,0.090922,0.104213,0.029534
0.079456,0.073745,0.052043,0.084252,0.077174,0.050403,0.091009,0.09843,0.028843,0.090922,0.104213,0.029534
0.079039,0.074072,0.051885,0.084017,0.07745,0.050214,0.091012,0.098428,0.028843,0.090922,0.104213,0.029534
0.078576,0.074393,0.051599,0.083541,0.077693,0.050017,0.091005,0.09843,0.028843,0.090922,0.104213,0.029534
0.078191,0.074636,0.051437,0.083128,0.077999,0.049808,0.091006,0.09843,0.028843,0.090922,0.104213,0.029534
0.077733,0.074918,0.051221,0.082698,0.078241,0.049709,0.091006,0.098429,0.028843,0.090922,0.104213,0.029534
0.077346,0.07522,0.051106,0.082281,0.078594,0.049544,0.091009,0.098427,0.028843,0.090922,0.104213,0.029534
0.076975,0.075534,0.050956,0.081846,0.078897,0.049322,0.09101,0.098427,0.028843,0.090922,0.104213,0.029534
0.076577,0.075833,0.050805,0.081438,0.079122,0.049062,0.091012,0.09843,0.028843,0.090922,0.104213,0.029534
0.076004,0.076154,0.050583,0.081006,0.079407,0.048881,0.091006,0.09843,0.02884,0.090922,0.104213,0.029534
0.07567,0.076448,0.050451,0.080529,0.079575,0.048616,0.091005,0.098433,0.028841,0.090922,0.104213,0.029534
0.075181,0.07665,0.050197,0.080118,0.079836,0.048415,0.09101,0.098428,0.02884,0.090922,0.104213,0.029534
0.0748,0.076859,0.050143,0.079698,0.080066,0.04822,0.091009,0.098431,0.028843,0.090922,0.104213,0.029534
0.074321,0.07713,0.04995,0.079377,0.080289,0.048008,0.091003,0.09843,0.028838,0.090922,0.104213,0.029534
0.073892,0.077373,0.049809,0.078925,0.080534,0.047767,0.091009,0.098432,0.028841,0.090922,0.104213,0.029534
0.073606,0.077502,0.049609,0.078427,0.080771,0.047539,0.091006,0.098432,0.028841,0.090913,0.104237,0.029536
0.073194,0.077699,0.04946,0.077896,0.080945,0.047394,0.091007,0.098431,0.02884,0.090913,0.104237,0.029536
0.072766,0.077843,0.049189,0.077505,0.081158,0.047139,0.091006,0.098428,0.02884,0.090913,0.104237,0.029536
0.072436,0.078016,0.049091,0.077118,0.081355,0.046898,0.091012,0.098431,0.028843,0.090913,0.104237,0.029536
0.071996,0.078148,0.048882,0.076632,0.081558,0.04665,0.091005,0.098431,0.028843,0.090913,0.104237,0.029536
0.071611,0.078398,0.048589,0.076239,0.081738,0.046389,0.091003,0.09843,0.028843,0.090913,0.104237,0.029536
0.071156,0.078594,0.048312,0.075814,0.081977,0.046134,0.091013,0.098428,0.028846,0.090922,0.104213,0.029534
0.070704,0.078793,0.048012,0.07543,0.082097,0.045931,0.091012,0.09843,0.028843,0.090926,0.104201,0.029533
0.070296,0.079011,0.047836,0.075033,0.082259,0.04573,0.091003,0.098429,0.02884,0.090926,0.104201,0.029533
0.069842,0.07914,0.047547,0.074812,0.082384,0.045541,0.091009,0.098431,0.028843,0.090926,0.104201,0.029533
0.069443,0.079307,0.047339,0.074347,0.082523,0.045247,0.091013,0.098427,0.028843,0.090926,0.104201,0.029533
0.069053,0.079421,0.047072,0.073967,0.082614,0.044979,0.09101,0.098427,0.028843,0.090923,0.104186,0.029574
0.068613,0.079474,0.046794,0.073584,0.082765,0.044814,0.091009,0.09843,0.028841,0.090924,0.104152,0.029513
0.068265,0.079592,0.046673,0.073093,0.082886,0.044579,0.091013,0.098429,0.028843,0.090899,0.104153,0.02951
0.067893,0.079913,0.046499,0.072681,0.083084,0.044294,0.09101,0.098429,0.028843,0.09085,0.104174,0.029508
0.067427,0.080015,0.046266,0.07227,0.083213,0.044079,0.091008,0.098431,0.028848,0.090851,0.104184,0.02951
0.066955,0.080192,0.045986,0.071829,0.08339,0.043757,0.09071,0.098455,0.028829,0.090826,0.104185,0.029507
0.066489,0.080298,0.045752,0.071446,0.083479,0.043494,0.090582,0.098462,0.029217,0.090987,0.104161,0.029491
0.06605,0.08038,0.045455,0.070928,0.083648,0.043247,0.090551,0.098423,0.029294,0.091087,0.10416,0.029501
